year,id_,educ,satjob,satfin,satsoc,satlife
2018,2135,15,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2136,12,Moderately satisfied,More or less satisfied,Poor,.i:  Inapplicable
2018,2137,12,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2138,16,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,2139,9,Very satisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,2140,12,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2141,12,Very satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,2142,12,Very satisfied,More or less satisfied,Fair,Neither satisfied nor dissatisfied
2018,2143,12,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,2144,16,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2145,12,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2146,14,.i:  Inapplicable,More or less satisfied,Fair,Somewhat satisfied
2018,2147,12,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,2148,12,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2149,11,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2150,6,.i:  Inapplicable,Not satisfied at all,Excellent,.i:  Inapplicable
2018,2151,8,Moderately satisfied,Not satisfied at all,Very good,Somewhat dissatisfied
2018,2152,14,.i:  Inapplicable,More or less satisfied,Poor,Somewhat satisfied
2018,2153,14,Very satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,2154,14,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2155,12,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,2156,17,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2157,12,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,2158,12,Very dissatisfied,.d:  Do not Know/Cannot Choose,Very good,Completely satisfied
2018,2159,13,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,2160,12,Moderately satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,2161,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2162,19,Very dissatisfied,Not satisfied at all,Fair,Somewhat dissatisfied
2018,2163,12,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2164,9,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2165,12,Very satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,2166,14,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2167,14,A little dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2168,9,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,2169,10,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,2170,16,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2171,12,.i:  Inapplicable,Pretty well satisfied,Fair,.i:  Inapplicable
2018,2172,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2173,12,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,2174,12,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2175,12,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2176,12,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,2177,12,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,2178,14,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2179,12,.i:  Inapplicable,Pretty well satisfied,Good,Somewhat satisfied
2018,2180,12,.i:  Inapplicable,More or less satisfied,Very good,Completely satisfied
2018,2181,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2182,12,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,2183,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,2184,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2185,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2186,12,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,2187,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2188,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2189,12,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2190,16,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2191,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2192,16,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2193,19,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,2194,15,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,2195,12,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2196,12,.i:  Inapplicable,Not satisfied at all,Fair,.i:  Inapplicable
2018,2197,14,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2198,16,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,2199,18,Moderately satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,2200,14,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,2201,10,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2202,14,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,2203,12,.i:  Inapplicable,More or less satisfied,Very good,Completely satisfied
2018,2204,13,Very dissatisfied,More or less satisfied,Good,Somewhat dissatisfied
2018,2205,15,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2206,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2207,20,Very satisfied,Not satisfied at all,Excellent,Completely satisfied
2018,2208,12,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2209,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2210,14,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,2211,20,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,2212,14,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,2213,8,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2214,12,A little dissatisfied,Not satisfied at all,Fair,Mostly dissatisfied
2018,2215,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2216,12,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,2217,17,Very dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,2218,12,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2219,13,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2220,12,A little dissatisfied,More or less satisfied,Fair,Somewhat satisfied
2018,2221,12,.i:  Inapplicable,Pretty well satisfied,Fair,.i:  Inapplicable
2018,2222,19,.i:  Inapplicable,More or less satisfied,Excellent,Mostly satisfied
2018,2223,2,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2224,13,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2225,18,A little dissatisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2226,16,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2227,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2228,11,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,2229,13,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,2230,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2231,17,Very satisfied,More or less satisfied,Very good,Completely satisfied
2018,2232,14,.i:  Inapplicable,More or less satisfied,Poor,Mostly satisfied
2018,2233,17,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2234,9,Moderately satisfied,More or less satisfied,Fair,Completely dissatisfied
2018,2235,11,Very satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,2236,10,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2237,13,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,2238,8,A little dissatisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,2239,12,.i:  Inapplicable,Pretty well satisfied,Good,Somewhat satisfied
2018,2240,12,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2241,10,.i:  Inapplicable,More or less satisfied,Poor,Somewhat dissatisfied
2018,2242,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2243,12,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,2244,12,.i:  Inapplicable,Not satisfied at all,Fair,.i:  Inapplicable
2018,2245,12,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2246,12,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,2247,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2248,12,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,2249,14,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2250,14,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2251,12,.i:  Inapplicable,Pretty well satisfied,Good,Completely satisfied
2018,2252,19,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2253,12,Moderately satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2254,12,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,2255,12,A little dissatisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2256,12,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,2257,12,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2258,8,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2259,10,.i:  Inapplicable,Pretty well satisfied,Fair,Somewhat dissatisfied
2018,2260,3,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2261,16,Moderately satisfied,Not satisfied at all,Good,Mostly satisfied
2018,2262,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2263,6,A little dissatisfied,More or less satisfied,Fair,Somewhat dissatisfied
2018,2264,13,.n:  No answer,More or less satisfied,Good,.i:  Inapplicable
2018,2265,14,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,2266,4,.i:  Inapplicable,Not satisfied at all,Very good,Mostly satisfied
2018,2267,12,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,2268,12,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,2269,12,.i:  Inapplicable,Not satisfied at all,Very good,.i:  Inapplicable
2018,2270,12,A little dissatisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,2271,8,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,2272,11,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2273,14,Moderately satisfied,Pretty well satisfied,Poor,Somewhat satisfied
2018,2274,10,.i:  Inapplicable,More or less satisfied,Fair,Somewhat satisfied
2018,2275,15,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2276,14,Moderately satisfied,Pretty well satisfied,Fair,Somewhat satisfied
2018,2277,14,.n:  No answer,Not satisfied at all,Good,Somewhat satisfied
2018,2278,13,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2279,17,Very satisfied,Pretty well satisfied,Very good,Completely satisfied
2018,2280,12,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,2281,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2282,12,Moderately satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,2283,11,.d:  Do not Know/Cannot Choose,Not satisfied at all,Good,Somewhat satisfied
2018,2284,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2285,9,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,2286,12,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2287,6,Moderately satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2288,10,.i:  Inapplicable,Not satisfied at all,Good,Completely satisfied
2018,2289,11,A little dissatisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2290,11,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2291,11,A little dissatisfied,Pretty well satisfied,Good,Mostly satisfied
2018,2292,10,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2293,12,Very satisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,2294,9,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,2295,13,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2296,12,.i:  Inapplicable,Not satisfied at all,Very good,.i:  Inapplicable
2018,2297,10,Moderately satisfied,More or less satisfied,Good,Neither satisfied nor dissatisfied
2018,2298,13,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2299,6,.n:  No answer,More or less satisfied,Excellent,Completely satisfied
2018,2300,12,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,2301,10,Very satisfied,More or less satisfied,Fair,Mostly satisfied
2018,2302,12,Very dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,2303,12,Very satisfied,Pretty well satisfied,Poor,Somewhat satisfied
2018,2304,6,.i:  Inapplicable,Pretty well satisfied,.d:  Do not Know/Cannot Choose,Completely satisfied
2018,2305,10,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2306,12,Moderately satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,2307,12,Very dissatisfied,Pretty well satisfied,Fair,Somewhat satisfied
2018,2308,12,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2309,9,.i:  Inapplicable,Not satisfied at all,Fair,.i:  Inapplicable
2018,2310,14,.i:  Inapplicable,Pretty well satisfied,Fair,Somewhat satisfied
2018,2311,13,.i:  Inapplicable,More or less satisfied,Excellent,Mostly satisfied
2018,2312,14,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,2313,8,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2314,12,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,2315,12,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2316,.d:  Do not Know/Cannot Choose,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2317,17,A little dissatisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2318,20,.n:  No answer,Pretty well satisfied,Very good,Mostly satisfied
2018,2319,12,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,2320,10,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2321,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2322,15,Moderately satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,2323,14,Moderately satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,2324,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2325,12,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,2326,16,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2327,12,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2328,16,A little dissatisfied,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,2329,17,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,2330,14,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2331,14,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,2332,12,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2333,17,Very satisfied,Pretty well satisfied,Very good,Completely satisfied
2018,2334,20,.i:  Inapplicable,More or less satisfied,Excellent,.i:  Inapplicable
2018,2335,18,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,2336,18,Very satisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,2337,16,A little dissatisfied,More or less satisfied,Poor,Neither satisfied nor dissatisfied
2018,2338,12,Moderately satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,2339,12,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,2340,14,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2341,8,.i:  Inapplicable,More or less satisfied,.n:  No answer,.i:  Inapplicable
2018,2342,14,.i:  Inapplicable,Not satisfied at all,Poor,.i:  Inapplicable
2018,2343,12,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
